code,description,height_m,height_ft_raw,lat,lon
ANL,BIDEFORD AVENUE - HEADROOM 14'6 - 1 SPAN,4.3434,"14' 3""",51.53578,-0.31955
ANL,HORSENDEN LANE SOUTH,4.7244,"15' 6""",51.5369868591255,-0.324160182277923
ANL,GREENFORD ROAD - A412,4.7244,"15' 6""",51.5419310153781,-0.343230430741748
ANN,ST. QUIVOX ROAD,4.4196,"14' 6""",55.483883254,-4.574930303
ANN,PENNY TOLL,4.191,"13' 9""",55.490559,-4.536534
ANN,LARGIE ROAD,3.9624,"13' 0""",55.5131531454031,-4.43493834966679
ANN,AYR-MAUCHLINE ROAD (W.B.),4.4958,"14' 9""",55.509794,-4.384372
ATH,Newtown Road,3.2766,"10' 9""",51.139663,0.878962
ATH,Ham Street,4.6482,"15' 3""",51.067375,0.853687
ATH,WAREHORNE,4.4196,"14' 6""",51.0644067459873,0.850726128927728
ATH,COGHURST,4.3434,"14' 3""",50.896145,0.615366
ATH,ROCK BRIDGE,3.5814000000000004,"11' 9""",50.892079,0.613883
ATL,BEDFORD ROAD,4.3434,"14' 3""",51.4640971153867,-0.129296343582789
ATL,CLAPHAM HIGH STREET,4.7244,"15' 6""",51.4646730698239,-0.130642577347582
ATL,WANDSWORTH ROAD,4.7244,"15' 6""",51.470468,-0.138946
ATL,BATTERSEA PARK ROAD,4.4958,"14' 9""",51.4768334606395,-0.147152332301995
AYR1,COOK STREET,3.81,"12' 6""",55.8509290334426,-4.26101583148128
AYR3,STONEYBRAE SEE ALSO GOU2,2.5146,"8' 3""",55.8474273644049,-4.42825588794177
AYR3,WELL STREET,4.6482,"15' 3""",55.847182253,-4.43911929
AYR3,KING STREET,3.3528000000000002,"11' 0""",55.846334311,-4.44430976
AYR3,CANAL ROAD,4.2672,"14' 0""",55.833316,-4.508143
AYR3,CAMPBELL STREET,3.9624,"13' 0""",55.832979,-4.51054
AYR3,BEITH ROAD,3.81,"12' 6""",55.710858,-4.708063
AYR4,BARREL ROW,3.6576000000000004,"12' 0""",55.6435373029997,-4.70184655803335
AYR4,CHURCH STREET,4.038600000000001,"13' 3""",55.6137843122407,-4.67586285221448
AYR4,HILLHOUSE ROAD (W.B.),2.8956,"9' 6""",55.561839,-4.651553
AYR5,A759 DUNDONALD ROAD,4.7244,"15' 6""",55.5466439234476,-4.6568956759337
AYR5,ST. MEDDANS STREET,4.6482,"15' 3""",55.5440202350003,-4.65657693726107
AYR5,VICTORIA DRIVE,4.038600000000001,"13' 3""",55.541879,-4.654289
AYR6,STATION ROAD (W.B.),2.8956,"9' 6""",55.501106,-4.614486
AYR6,GRANGEMUIR ROAD,2.286,"7' 6""",55.4949,-4.616751
AYR6,MILL STREET,3.81,"12' 6""",55.459781,-4.624163
BAE1,OAKLEY LANE,3.6068000000000002,"11' 10""",51.253361,-1.173256
BAE1,QUIDHAMPTON FARM,4.4958,"14' 9""",51.255025,-1.255927
BAE1,BLOWSWOOD LANE,3.4290000000000003,"11' 3""",51.238634,-1.350562
BAE1,NEW BARN,4.7244,"15' 6""",51.240336,-1.371247
BAE1,Finkley,3.8862,"12' 9""",51.2208609031595,-1.45222430514881
BAE1,SMANNEL,3.5052000000000003,"11' 6""",51.2191330659081,-1.47314598088587
BAE1,LITTLE PARK (RED POST LANE),3.81,"12' 6""",51.202944061,-1.531003723
BAE1,GRAVEL PIT (BROAD ROAD),3.6576000000000004,"12' 0""",51.1852466979209,-1.56169417483325
BAE1,GOLLARD LANE,3.7338,"12' 3""",51.179203,-1.576678
BAE1,GRATELEY (WALLOPS ROAD),4.1148,"13' 6""",51.1734056344794,-1.60393118527917
BAE1,IDMISTON (No 1),3.4290000000000003,"11' 3""",51.133565957,-1.713235746
BAE1,PORTON,4.4958,"14' 9""",51.1254310466795,-1.72608926901945
BAE1,GOMELDON ROAD,3.4290000000000003,"11' 3""",51.11987583,-1.733336434
BAE1,UPPER WINTERBOURNE (THORNEYDOWN ROAD),3.3528000000000002,"11' 0""",51.114482,-1.740428
BAE1,FORD ROAD,3.7338,"12' 3""",51.090445,-1.767029
BAE1,UNDERBRIDGE CULVERT,4.038600000000001,"13' 3""",51.08869027,-1.769621323
BAE1,ST. THOMAS' BRIDGE,4.038600000000001,"13' 3""",51.088515,-1.7698990000000001
BAE1,CASTLE STREET,4.4958,"14' 9""",51.07532,-1.797096
BAE1,River Avon Flood Arches,2.6670000000000003,"8' 9""",51.0742907794741,-1.79859089743612
BAE1,FISHERTON STREET BRIDGE,4.3434,"14' 3""",51.070746,-1.803586
BAE2,ASHFIELD ROAD,3.3528000000000002,"11' 0""",51.071518,-1.813282
BAE2,CHERRY ORCHARD LANE (MAIN LINES),3.1242,"10' 3""",51.072771,-1.817693
BAE2,WARMINSTER ROAD BRIDGE,4.2672,"14' 0""",51.085175,-1.860288
BAE2,DAIRY,3.048,"10' 0""",51.0850229559459,-1.92657670255029
BAE2,HAM CROSS ROAD,3.5052000000000003,"11' 6""",51.067766,-2.022501
BAE2,TISBURY ROW ROAD,3.6576000000000004,"12' 0""",51.064506767,-2.0704544
BAE2,WALL MEAD ROAD (RIVER NADDER & ROAD),3.1242,"10' 3""",51.05904638,-2.08108074
BAE2,SEMLEY ROAD,3.8862,"12' 9""",51.041933,-2.165247
BAE2,MOTCOMBE ROAD,3.81,"12' 6""",51.039533,-2.215989
BAE2,BUCKHORN WESTON ROAD,3.5052000000000003,"11' 6""",51.0189186265556,-2.34833186457899
BAE2,WINCANTON ROAD,3.9624,"13' 0""",51.001948,-2.416007
BAE2,LAYCOCK'S ROAD (SHOREDOWN LANE),3.1242,"10' 3""",50.9888471382888,-2.46171586794639
BAE2,MILBORNE PORT ROAD,3.5052000000000003,"11' 6""",50.98673,-2.464181
BAE2,MILBORNE WICK ROAD,3.048,"10' 0""",50.9808951444633,-2.47159657657063
BAE2,YEOVIL ROAD,3.9624,"13' 0""",50.927722,-2.589225
BAE2,STOFORD ROAD,3.4290000000000003,"11' 3""",50.9188296456292,-2.62044913077822
BAE2,ABBOTTS MILL ( NETHERTON LANE),3.6576000000000004,"12' 0""",50.9038134574813,-2.63425931319933
BAE2,SUTTON BINGHAM ROAD,3.6576000000000004,"12' 0""",50.900804176,-2.644503219
BAE2,PIPPLEPEN,3.8862,"12' 9""",50.8713070699941,-2.75211607438515
BAE2,HEWISH ROAD,3.5052000000000003,"11' 6""",50.8711943410983,-2.82506987257784
BAE2,DUNSHAM ROAD,2.7432000000000003,"9' 0""",50.8612843022738,-2.83189136067851
BAE2,WINSHAM ROAD,4.1148,"13' 6""",50.848856,-2.884501
BAE2,SHALFORD ROAD,4.191,"13' 9""",50.759249996,-3.055552971
BAE2,LEXHAYNE,4.038600000000001,"13' 3""",50.7648683487088,-3.06958130851591
BAE2,PENNY CORNER,3.8862,"12' 9""",50.7675442681215,-3.0777587382766
BAE2,HAYNE LANE,3.8862,"12' 9""",50.8007379375692,-3.11706905333849
BAE2,COTLEIGH ROAD (NORTHCOTE ROAD),4.4958,"14' 9""",50.8044216248686,-3.17431838027414
BAE2,NEW STREET,4.2672,"14' 0""",50.796983,-3.186504
BAE2,HAYNE LANE,4.2672,"14' 0""",50.7894635600019,-3.21396742549386
BAE2,GITTISHAM ROAD,4.1148,"13' 6""",50.7873970130843,-3.22769070093974
BAE2,EXETER ROAD,4.572,"15' 0""",50.78232,-3.249292
BAE2,WHIMPLE ROAD,3.9624,"13' 0""",50.767361,-3.356468
BAE2,BARNES HAYES,3.81,"12' 6""",50.7651881553488,-3.36535775481293
BAE2,"SOUTHBROOK LANE - No.510   Headroom 10'0""",3.048,"10' 0""",50.7594555391372,-3.38860428228411
BAE2,"MADGE - No.519   Headroom 11'0""",3.3528000000000002,"11' 0""",50.7386296742941,-3.4598723995225
BAE2,"SUMMER LANE - No.522   aka Summerland.  Headroom 10'0""",3.1242,"10' 3""",50.7355594893774,-3.49211917651797
BAE2,"BEACON LANE - No.523   aka Stalkhill Lane.  Headroom 13'0""",3.9624,"13' 0""",50.7336202727615,-3.50048046110368
BAG1,BOURNVILLE LANE,2.9718,"9' 9""",52.428109,-1.926924
BAG2,WYTCHEL (POPES LANE) - Single Span Brick Arch,2.9718,"9' 9""",52.412805,-1.949088
BAG2,CHURCH HILL ROAD,4.4958,"14' 9""",52.4090003593313,-1.96363910316653
BAG2,Quarry Bank (Mill Lane) (previously MILL BANK),3.7338,"12' 3""",52.407135,-1.967544
BAG2,MILL WALK - Single Span Conc/Steel Deck,1.6002,"5' 3""",52.403370557,-1.973410327
BAG2,COFTON CHURCH LANE,3.4290000000000003,"11' 3""",52.3768880502186,-1.9833672438826
BAG2,Kendel End Road Bittel Road (B4120) (previously BARNT GREEN OR ALVECHURCH ROAD B4120),5.486400000000001,"18' 0""",52.364414,-1.989523
BAG2,"BLACKWELL - No.108  Headroom 12'3""",3.7338,"12' 3""",52.345898,-2.012156
BAG2,"ALVECHURCH - No.107  aka Burcott.  Headroom 13'9""",4.191,"13' 9""",52.3419472660396,-2.01838178491114
BAG2,"VIGO - No.106  B4096 under.  Headroom 11'9""",3.5814000000000004,"11' 9""",52.339873,-2.021408
BAG2,"GUISE'S - No.105  aka Pikes Pool.  Headroom 10'6""",3.2004,"10' 6""",52.334124,-2.029877
BAG2,FINSTALL UNDERBRIDGE - 2 SPAN,4.1148,"13' 6""",52.3309987733872,-2.03454283349042
BAG2,"Sugar Brook No.92  - Headroom 12'6"" - 1 Span",3.81,"12' 6""",52.3108694727582,-2.06088453397448
BAG2,"Navigation - Hanbury Road No.90 - Headroom 12'9"" - 1 Span",3.8862,"12' 9""",52.3029497665222,-2.07363778503296
BAG2,"Shaw Lane No.87  Headroon 12'3"" - 1 Span",3.7338,"12' 3""",52.2970268809048,-2.08491199641961
BAG2,"Astwood No.84  Headroom 10'9""(M) - 1 span",3.2766,"10' 9""",52.283610229,-2.095752718
BAG2,"Hay Lane No.74  Headroom 12'6"" - 1 span",3.81,"12' 6""",52.251041466,-2.113340878
BAG2,"Defford Common No.44  Headroom 12'0"" - 1 span",3.6576000000000004,"12' 0""",52.0960154644056,-2.13351761161775
BAG2,"NATTON - No.22   Headroom 10'3""",3.1242,"10' 3""",51.9936287827625,-2.10874824338255
BAG2,"HYDE LANE - No.14   aka Swindon Road.  Headroom 13'3""",3.8862,"12' 9""",51.9231776190609,-2.0893125344336
BAG2,"REDDING - OM: 3 33   aka Brookfield Lane.  Headroom 13'0""",3.9624,"13' 0""",51.8821392356676,-2.1594021642775
BAG2,"BARNWOOD - A417 under.  Headroom 16'0"" (M)",4.8768,"16' 0""",51.8646449689317,-2.21469074875723
BAG2,BURMA ROAD -,2.9718,"9' 9""",51.8623742972949,-2.21998079240883
BAH2,HAIGH LANE,4.4196,"14' 6""",53.604652,-1.547362
BAH2,"B6131 CHURCH STREET, DARTON",4.3434,"14' 3""",53.586549,-1.528714
BAH2,"B6428 DEARNE HALL ROAD, LOW BARUGH",4.4196,"14' 6""",53.576602,-1.520286
BAH2,HONEYWELL LANE,3.6576000000000004,"12' 0""",53.561531631033,-1.48185427842461
BAH2,"ELDON STREET NORTH, BARNSLEY",4.572,"15' 0""",53.555873,-1.477646
BAK,BONNYTON ROAD,3.5814000000000004,"11' 9""",55.612175,-4.507921
BAK,PORTLAND ROAD,4.8006,"15' 9""",55.6084803641412,-4.50841793097256
BAK,THE MOUNT,2.9718,"9' 9""",55.6013922522124,-4.52158611464361
BAL,COITY ROAD -,3.5814000000000004,"11' 9""",51.516817018,-3.580190168
BAL,WILDMILL LANE -,3.5814000000000004,"11' 9""",51.520325,-3.580282
BAL,ASYLUM - aka Ty'r Isha,3.5052000000000003,"11' 6""",51.5301328557489,-3.58304078069606
BAL,"SARN HILL - aka Waunddu.  Headroom 13'3""",4.038600000000001,"13' 3""",51.538172,-3.589232
BAL,"COEDTREHEN - Headroom 13'0""",4.038600000000001,"13' 3""",51.5572711039486,-3.60034105299242
BAL,"TROEDYRHIW GARTH - B4282 under, headroom 11'6""?",3.5052000000000003,"11' 6""",51.596497295,-3.642284584
BAL,"GAS WORKS - Headroom 11'9""",3.5814000000000004,"11' 9""",51.605632,-3.648555
BAL,"CASTLE STREET - B4282 under.  Headroom 12'9""",3.8862,"12' 9""",51.608423,-3.651204
BBB,MILL STREET,3.6576000000000004,"12' 0""",53.581983,-2.419491
BBB,DARWEN ROAD,4.2672,"14' 0""",53.612151,-2.411678
BBB,KING WILLIAM,4.1148,"13' 6""",53.627832,-2.409802
BBB,TURNCROFT,3.4290000000000003,"11' 3""",53.6924309567686,-2.46119054121475
BBB,ATLAS ROAD,2.9718,"9' 9""",53.697423,-2.463819
BBB,ROBIN BANK (Cotton Hall Street),3.9624,"13' 0""",53.7007250038234,-2.46849650747615
BBB,Exchange Street (Heys Long) ,3.8862,"12' 9""",53.702048,-2.469854
BBB,HIGHER CROFT ROAD,2.6670000000000003,"8'9""",53.722719,-2.471926
BBB,A666 BOLTON ROAD,4.4958,"14' 9""",53.734699,-2.490137
BBB,LOWER HOLLIN BANK STREET,4.4196,"14' 6""",53.737874,-2.490702
BBD9,SURREY ROAD SOUTH,3.7338,"12' 3""",50.7232562951266,-1.8975989596677
BBD9,PRINCE OF WALES ROAD,3.2766,"10' 9""",50.724428,-1.902145
BBD9,BOURNE VALLEY ROAD (GASWORKS ROAD) SOUTH,3.5052000000000003,"11' 6""",50.72734,-1.915889
BBJ,VALLEY ROAD,4.6482,"15' 3""",51.4369151971948,-0.111476927220709
BBJ,COAL YARD/KNOLLYS ROAD/GREEN LANE,3.1242,"10' 3""",51.436473307,-0.109225507
BBJ,High Street,4.4958,"14' 9""",51.431098,-0.101581
BBJ,PILGRIM HILL,4.4958,"14' 9""",51.43109779,-0.101581089
BBJ,Salters Hill,4.4958,"14' 9""",51.4264268926977,-0.0895527536229478
BBJ,Elmers End Road (1 track NR/1 track Tramlink),4.4958,"14' 9""",51.40395,-0.055442
BBJ,Beckenham Road (1 track NR/1 track Tramlink),4.7244,"15' 6""",51.409417,-0.043834
BBS4,GALLIGREAVES STREET,3.81,"12' 6""",53.741997617283,-2.48987104603027
BCH,BANK STREET,4.8006,"15' 9""",55.9860552285848,-4.57710227544663
BCH,ALEXANDRIA STREET,3.8862,"12' 9""",55.9890719496373,-4.57776225055318
BEA,Hewell Road / Blackwell Road (previously HEWELL ROAD)(BSA-amend),4.1148,"13' 6""",52.358968,-1.991128
BEA,"SANDHILL OR PARSONAGE, SANDHILLS GREEN UC ROAD FROM BARNT GREEN TO ALVECHURCH.",3.3528000000000002,"11' 0""",52.359409569,-1.982219858
BEA,GRAVES,4.038600000000001,"13' 3""",52.3564407183497,-1.9738680689021
BEA,WITHEYBED,4.1148,"13' 6""",52.3518066372583,-1.97181198764908
BEA,"WEIGHTS LANE, FORMERLY WEIGHTS FARM ROAD",4.038600000000001,"13' 3""",52.321672,-1.948108
BEA,HEWELL ROAD OR HARRISONS,4.2672,"14' 0""",52.309222,-1.945868
BEC,TUXFORD ROAD (A611),4.6482,"15' 3""",53.206097,-0.989279
BEJ,MACCLESFIELD ROAD,4.3434,"14' 3""",53.3726795989398,-2.11309993544906
BEJ,HOLLINWOOD ROAD,3.3528000000000002,"11' 0""",53.3603283952289,-2.03732722057858
BEJ,REDHOUSE LANE,3.6576000000000004,"12' 0""",53.360478,-2.030443
BEJ,GREENSHALL,3.5052000000000003,"11' 6""",53.3590691389287,-2.02241276874747
BEJ,RESERVOIR ROAD,3.6576000000000004,"12' 0""",53.329702,-1.984648
BEJ,CHAPEL ROAD,4.3434,"14' 3""",53.3199336972052,-1.97583840052872
BEJ,LIGHTWOOD ROAD / HOGSHAW LANE,3.3528000000000002,"11' 0""",53.262761,-1.909696
BEN,LEASOWE ROAD (NWR Inspect and Maintain). ,4.4958,"14' 9""",53.42255,-3.06912
BEN,Sandcliffe Road (Jockey Lane),4.6482,"15' 3""",53.4346319622753,-3.06526996581534
BEX,THURSTON ROAD,4.572,"15' 0""",51.467468939,-0.018424605
BEX,LEWISHAM HIGH STREET BRIDGE (A2211),4.8768,"16' 0""",51.4652917066191,-0.011181662823409
BEX,Central Avenue/Station Road,4.4196,"14' 6""",51.464538,0.099984
BEX,Upper Wickham Lane,4.953,"16' 3""",51.464501115,0.108840121
BEX,MANOR WAY,3.9624,"13' 0""",51.46455129,0.167631292
BEX,Accommodation (Parkside Cross),4.8768,"16' 0""",51.4643827510449,0.172600067910876
BEX,ACCOMMODATION (EVERSLEY CROSS),3.9624,"13' 0""",51.4642973884991,0.177417633592756
BEX,HOWBURY LANE,4.6482,"15' 3""",51.464123,0.187397
BFB,"LIMPLEY STOKE - STOKEFORD - HR 14'0"" - 1 SPAN",4.191,"13' 9""",51.3501309439094,-2.31469951953798
BFC,Type E structure 18m span -  4.4m height restriction CIV/202 Double Amber classification,4.4196,"14' 6""",52.0644320819841,1.11770585401488
BFC,Reinforced Concrete Box 3.7m height restriction CIV/202 Double Amber Classification,3.7084,"12' 2""",52.062174796366,1.12497431744163
BGK,Three Colts Lane,4.6482,"15' 3""",51.524529401,-0.057089087
BGK,Coventry Road STEEL MAIN & X GIRDER BRICK ABUTMENT,4.953,"16' 3""",51.5249448911805,-0.0565464114568017
BGK,WITAN ST. (ARCH NO.217),4.3434,"14' 3""",51.525385936,-0.056357161
BGK,BIRKBECK STREET (ARCH NO.221),4.4958,"14' 9""",51.525801085462,-0.056263840610136
BGK,POYSER STREET (ARCH No 262),4.038600000000001,"13' 3""",51.5293898332121,-0.0565109561363128
BGK,WEST STREET (ARCH NO.284),4.8006,"15' 9""",51.5311959906055,-0.0569954173301888
BGK,HARE ROW (ARCH NO.312),4.2164,"13' 10""",51.533496924234,-0.057794236260766
BGK,Regents Canal Cambridge Heath (includes Grove Passage),4.572,"15' 0""",51.534447,-0.057951
BGK,BECK ROAD (ARCH NO.345),4.3434,"14' 3""",51.5368505250935,-0.058138794352013
BGK,BOCKING STREET (ARCH NO.350),4.2672,"14' 0""",51.5373010838495,-0.0581633406987253
BGK,BETHNAL GREEN to HACKNEY DOWNS Viaduct Arches A351 - A356A,4.2672,"14' 0""",51.5373,-0.05817
BGK,WESTGATE STREET (ARCH NO.357),4.8006,"15' 9""",51.537785187,-0.05820426
BGK,WARBURTON ROAD (ARCH NO.367),4.7244,"15' 6""",51.5387749756673,-0.0582276173367501
BGK,EXMOUTH STREET (ARCH NO.368),4.7244,"15' 6""",51.5389276622054,-0.0582236993938092
BGK,Martello Terrace (Arch No. 390),3.6576000000000004,"12' 0""",51.5408875620728,-0.0578244926197871
BGK,LONDON LANE,4.572,"15' 0""",51.5419084274683,-0.057540331573063
BGK,Ellingfort Lane (Arch No.404),4.1148,"13' 6""",51.542350633,-0.057650031
BGK,READING LANE,4.8768,"16' 0""",51.5444098362781,-0.0582863585739269
BGK,WILTON WAY (ARCH NO.429),4.4958,"14' 9""",51.5457082723855,-0.0589158719762136
BGK,SPURSTOWE ROAD (ARCH NO.434),4.3434,"14' 3""",51.5474940022514,-0.0599210226566734
BGK,MARCON PLACE,4.7244,"15' 6""",51.5481205495619,-0.0602907429627473
BGK,Dalston Road (A.104),4.8006,"15' 9""",51.549101,-0.06084
BGK,Leaside Road,3.2766,"10' 9""",51.566945,-0.051704
BGK,North Hall Road,3.6576000000000004,"12' 0""",51.941284,0.222902
BGK,Lark Lane,3.048,"10' 0""",51.9482363887855,0.21766519418717
BGK,Widdington Lane,3.048,"10' 0""",51.95855,0.217286
BGK,NEWPORT VIADUCT,3.6576000000000004,"12' 0""",51.987617,0.214655
BGK,London Road (Newport),4.3434,"14' 3""",51.988775,0.213821
BGK,Ickleton Road,2.5908,"8' 6""",52.062711,0.189576
BGK,STUNTNEY ROAD (A.142),2.7432000000000003,"9' 0""",52.391393,0.267287
BGK,Lynn Road,2.5146,"8' 3""",52.461452,0.316341
BGK,OUSE BRIDGE,3.5814000000000004,"11' 9""",52.5622525631976,0.347716664569618
BGL1,CHEQUERS UB,4.953,"16' 3""",51.8538773816785,-2.22853274362356
BGL1,COTTESWOLD RD - CEMETERY RD - TREDWORTH RD - 1 SPAN,4.8768,"16' 0""",51.8497714957055,-2.23363931412904
BGL2,TUFFLEY LANE - OM: 111 30 aka Lower Tuffley Road,4.3434,"14' 3""",51.8344164929754,-2.25066210129715
BGL2,"GRANGE ROAD - OM: 110 37   aka Cobb's Road.  Headroom 9'9""",2.9718,"9' 9""",51.8280144424883,-2.25408650389493
BGL2,"RIDER'S - OM: 109 47   Formerly occupation road, now public",4.4196,"14' 6""",51.809556064623,-2.26226547653323
BGL2,COLETHORPE LANE AKA HARESFIELD - 1 SPAN,4.1148,"13' 6""",51.8018436641386,-2.26565959522317
BGL2,"LAPLEY - No.81   OM  104 38   Headroom 11'9""",3.5814000000000004,"11' 9""",51.720229045805,-2.33882544168375
BGL2,COALEY - No.80   OM  104 62,4.4196,"14' 6""",51.7190770432893,-2.34486181917452
BGL2,WOOTTON ROAD - No.69,4.3434,"14' 3""",51.6833367274882,-2.41730003283086
BGL2,"PARK - Headroom 11'3""",3.4290000000000003,"11' 3""",51.6483759904027,-2.41409458836798
BGL2,"ROSE - HR 12'0"" - 1 SPAN",3.6576000000000004,"12' 0""",51.6427208587332,-2.41185713783681
BGL2,"FLOUR MILL - Headroom 13'3""",4.038600000000001,"13' 3""",51.6397351100583,-2.40909641177408
BGL2,"CHARFIELD SUBWAY - HEADROOM 7'3"" - 1 SPAN ",2.2098,"7' 3""",51.6259388746075,-2.39758320554581
BGL2,"BURSNALL'S - B4060 under.  Headroom 12'3""",3.7338,"12' 3""",51.6085617866928,-2.39334528889954
BGL2,"WICKWAR ROAD - OM  115 00   B4060 under.  Headroom 12'3""",3.7338,"12' 3""",51.602990851387,-2.39544446818629
BHL,TILE MILL AKA WIRE MILL - 1 SPAN,4.1148,"13' 6""",51.4392173475043,-1.00241110747455
BHL,HAMBRIDGE LANE UNDERBRIDGE,3.4036,"11' 2""",51.3966405861096,-1.28511085362371
BHL,HIGH STREET,4.7244,"15' 6""",51.4153260410479,-1.515399840928
BHL,CHURCH STREET UB,3.4290000000000003,"11' 3""",51.415317124384,-1.51875302968174
BHL,PARSONAGE LANE AKA BACK LANE - 1 SPAN,3.4290000000000003,"11' 3""",51.4149994761927,-1.52072648450554
BHL,"MARSH ROAD - Headroom 12'6"" - Brich Arch - 1 Span",3.7338,"12' 3""",51.4138205999115,-1.52688991607012
BHL,"NEW MILL UB - Brick Arch - Headroom 13'3"" - 1 Span",3.8862,"12' 9""",51.3550445264187,-1.73731934322774
BHL,"PEWSEY ROAD UB - Brick Arch  - Headroom 12'9"" - 1 Span",3.8862,"12' 9""",51.3543478925629,-1.73945237654093
BHL,HOLLY BUSH LANE SIDE BRIDGE D/S - 1 SPAN,1.905,"6' 3""",51.3451918858936,-1.7620507558186
BHL,HOLLY BUSH LANE - KNOWLE - 1 SPAN,3.048,"10' 0""",51.3453756328626,-1.76231855691879
BHL,BUCK LEAZE - High Brick Arch - Span 1,4.038600000000001,"13' 3""",51.3428808357822,-1.76886068865872
BHL,"PEWSEY ROAD - A345 under.  Headroom 14'9"" - Brick Arch - 1 Span",4.4958,"14' 9""",51.3425815242012,-1.76971320788279
BHL,"SHARCOTT - Headroom 15'3""",4.6482,"15' 3""",51.3380985092193,-1.78258307951595
